Word:redound cos:-0.13818
Word:gracillariidae cos:0.30619
Word:miles.benson cos:-0.04631
Word:pressmen cos:-0.28929
Word:djordjic cos:-0.38893
Word:princesa cos:-0.09853
Word:r.i.c. cos:-0.15224
Word:upturns cos:-0.38097
Word:statues cos:0.35752
Word:bitdefender cos:-0.58906
Word:suphanburi cos:-0.02786
Word:zois cos:-0.12610
Word:theocrats cos:-0.09191
Word:hfn cos:-0.19881
Word:22/km cos:-0.33724
Word:26,563 cos:-0.17616
Word:dbl cos:-0.26269
Word:tayyip cos:0.33866
Word:nrz cos:-0.15262
Word:sumarlin cos:-0.44666
Word:zubir cos:-0.11953
Word:salonist cos:-0.40781
Word:yukun cos:-0.17007
Word:htf cos:-0.39877
Word:5-limit cos:-0.19736
Word:creationists cos:-0.02483
Word:lopeti cos:-0.48656
Word:bahnhofstraße cos:-0.35238
Word:allege cos:0.10304
Word:ugaki cos:-0.22945
Word:kungsbacka cos:-0.20821
Word:villy cos:-0.22844
Word:n.a. cos:-0.17225
Word:castella cos:-0.18078
Word:guillén cos:-0.04034
Word:mep cos:-0.06967
Word:daq cos:-0.27671
Word:vilalta cos:-0.12273
Word:mohammadiyeh cos:-0.39544
Word:nørreport cos:-0.26185
Word:ferrovie cos:-0.12819
Word:wedgie cos:-0.13781
Word:madelung cos:0.03092
Word:hywel cos:0.13209
Word:zócalo cos:-0.36114
Word:sesvete cos:-0.22250
Word:aimtc cos:-0.24725
Word:angelicum cos:0.02072
Word:kajkavian cos:-0.07024
Word:fontvieille cos:-0.20019
Word:distincta cos:-0.42776
Word:4-speed cos:-0.09850
Word:kompaniet cos:-0.38184
Word:oppy cos:-0.25850
Word:simond cos:-0.30315
Word:venables cos:0.18905
Word:wmc cos:-0.07073
Word:børge cos:-0.38148
Word:filipowicz cos:-0.39362
Word:toad cos:0.14456
Word:bergan cos:-0.10357
Word:capps cos:-0.11687
Word:instantiated cos:-0.27634
Word:clintonville cos:-0.63351
Word:makhluf cos:-0.30116
Word:gptv cos:-0.41269
Word:patas cos:-0.27439
Word:scrubber cos:-0.29080
Word:mcondo cos:-0.15889
Word:bhadrapur cos:-0.34839
Word:perseverence cos:-0.48787
Word:mentalities cos:-0.16645
Word:salieri cos:0.07371
Word:stajner cos:-0.26043
Word:samogitia cos:0.11086
Word:picosecond cos:-0.28827
Word:dahlerup cos:-0.45635
Word:séamus cos:-0.11199
Word:réunion cos:0.02601
Word:kapugedara cos:-0.17524
Word:magnitsky cos:-0.00123
Word:annalena cos:-0.42991
Word:diabetics cos:0.01949
Word:mäkelä cos:-0.47588
Word:esteve cos:-0.03509
Word:amwu cos:-0.32668
Word:infinitely cos:0.01437
Word:o'cain cos:-0.27479
Word:mykolas cos:-0.16413
Word:pop-folk cos:-0.04919
Word:duelists cos:-0.39820
Word:mmta cos:-0.23669
Word:assists_new cos:-0.19904
Word:aylwin cos:-0.13024
Word:kreuznach cos:-0.15696
Word:enshrinees cos:-0.19865
Word:antioxidants cos:-0.08501
Word:cfb cos:-0.26596
Word:literalists cos:-0.14809
Word:washpost.com cos:0.01445
Word:bullying cos:0.00449
Word:pods cos:-0.13759
Word:chapar cos:-0.27369
Word:kumaraswamy cos:-0.05248
Word:divorcees cos:-0.07463
Word:kūh cos:0.01736
Word:ipiales cos:-0.21427
Word:high-efficiency cos:-0.23656
Word:libuse cos:-0.32589
Word:qirui cos:-0.16838
Word:golovanov cos:-0.31612
Word:vesselin cos:-0.26755
Word:sport1 cos:-0.31766
Word:bezek cos:-0.23601
Word:cfml cos:-0.43256
Word:bozek cos:-0.31172
Word:bluestreak cos:-0.31287
Word:vogošća cos:-0.33905
Word:korte cos:-0.32759
Word:unhitched cos:-0.30326
Word:deta cos:-0.31552
Word:msts cos:-0.02770
Word:all-source cos:-0.44498
Word:pierwszy cos:-0.30084
Word:smallbore cos:-0.33425
Word:nais cos:-0.24098
Word:gonçalo cos:-0.09819
Word:heemstra cos:-0.43194
Word:agonopterix cos:-0.14344
Word:renderers cos:-0.41633
Word:somua cos:-0.42000
Word:intolerable cos:0.04077
Word:horrida cos:-0.29260
Word:fisc cos:-0.16091
Word:shamsabad cos:-0.03715
Word:cfls cos:-0.10151
Word:malon cos:-0.47436
Word:opta cos:-0.38526
Word:goelet cos:-0.18687
Word:mici cos:-0.24867
Word:winyah cos:-0.00418
Word:lavallee cos:-0.20942
Word:examiner.com cos:-0.00219
Word:iden cos:-0.18167
Word:neunkirchen cos:-0.19629
Word:bonspiel cos:-0.27808
Word:cornus cos:-0.20782
Word:german-trained cos:-0.37008
Word:sann cos:0.11455
Word:heatwave cos:-0.10275
Word:huguette cos:-0.30337
Word:alarm cos:0.21974
Word:8/5 cos:-0.39187
Word:french-bred cos:-0.21130
Word:białobrzegi cos:-0.14271
Word:stagnancy cos:-0.35041
Word:radun cos:-0.16238
Word:namhong cos:-0.00695
Word:gerolamo cos:-0.22281
Word:rws cos:-0.23527
Word:paunović cos:-0.35812
Word:sccs cos:-0.23931
Word:omnipotence cos:0.10968
Word:sarrasine cos:-0.30883
Word:watercolourist cos:-0.19004
Word:rondelet cos:-0.28430
Word:glazov cos:-0.47005
Word:student cos:0.24963
Word:cpdc cos:-0.27524
Word:akbar cos:0.44869
Word:bobdeans cos:-0.01148
Word:moyal cos:-0.39382
Word:nduka cos:-0.35962
Word:matapédia cos:-0.16575
Word:kusari cos:-0.26909
Word:zardeh cos:-0.28970
Word:fortin cos:-0.23555
Word:slipups cos:-0.26978
Word:logrono cos:-0.30410
Word:xmp cos:-0.45228
Word:probiotics cos:-0.29863
Word:lecithoceridae cos:0.06842
Word:vetterli cos:-0.40203
Word:low-sulfur cos:-0.17320
Word:dumnonia cos:0.17497
Word:envied cos:-0.00642
Word:djaanfari cos:-0.36733
Word:natation cos:-0.28153
Word:cosford cos:-0.14194
Word:subutex cos:-0.33494
Word:chowdhary cos:-0.20556
Word:aqi cos:-0.12461
Word:pennsburg cos:-0.34535
Word:uranquinty cos:-0.36707
Word:dubhaltach cos:-0.12938
Word:experimenters cos:-0.28641
Word:ccitt cos:-0.27423
Word:seeuws cos:-0.26053
Word:polyneuropathy cos:-0.12638
Word:dydek cos:-0.24628
Word:untutored cos:-0.17217
Word:morán cos:-0.45392
Word:amoenus cos:-0.33211
Word:kaurismaki cos:-0.24438
Word:funmi cos:-0.32024
Word:lelievre cos:-0.22344
Word:halbwachs cos:-0.34117
Word:givet cos:-0.14275
Word:celo cos:-0.35746
Word:mithal cos:-0.22791
Word:protoplanetary cos:-0.06575
Word:danya cos:-0.28733
Word:elof cos:-0.39198
Word:mazouz cos:-0.37502
Word:qmv cos:-0.25249
Word:egede-nissen cos:-0.21883
Word:old-time cos:-0.05448
Word:rafaella cos:-0.32808
Word:hagadone cos:-0.42454
Word:farsightedness cos:-0.18908
Word:preventively cos:-0.18806
Word:amn cos:-0.18429
Word:conger/garden cos:0.04741
Word:bockel cos:-0.25229
Word:cnosf cos:-0.20956
Word:moneyless cos:-0.47826
Word:luxation cos:-0.33017
Word:palem cos:-0.24399
Word:jurišić cos:-0.29174
Word:kněžnou cos:-0.30710
Word:readymix cos:-0.46629
Word:yuke cos:-0.17080
Word:3id cos:-0.23416
Word:tsangpa cos:-0.00916
Word:adp cos:-0.38301
Word:3db cos:-0.36353
Word:connection-oriented cos:-0.35248
Word:gasparovic cos:-0.00955
Word:incense cos:0.18938
Word:benzene cos:-0.28400
Word:dysphoric cos:-0.12055
Word:.990 cos:-0.37384
Word:dancehall cos:0.02735
Word:dār cos:0.06842
Word:oilskin cos:-0.52715
Word:sloane cos:0.02650
Word:advowson cos:0.19473
Word:sternest cos:-0.00063
Word:4,3 cos:-0.31673
Word:alleging cos:0.12579
Word:self-centered cos:-0.24237
Word:cinyras cos:0.02870
Word:freimut cos:-0.48317
Word:parvum cos:-0.17538
Word:trisodium cos:-0.29603
Word:ferland cos:-0.37280
Word:wallez cos:-0.19878
Word:mazinho cos:-0.19675
Word:chavunduka cos:-0.18778
Word:knmi cos:-0.28479
Word:faithfuls cos:-0.07562
Word:clore cos:-0.19294
Word:fedoriva cos:-0.27046
Word:jean-honoré cos:-0.27386
Word:gornik cos:-0.34274
Word:odemwingie cos:-0.09054
Word:selkirk cos:0.15258
Word:brueghel cos:0.25160
Word:berryz cos:-0.30325
Word:hvidt cos:-0.16874
Word:uia cos:-0.04426
Word:drukpa cos:-0.02685
Word:acid-free cos:-0.31385
Word:abma cos:-0.27519
Word:drowned cos:0.17753
Word:firozabad cos:-0.18510
Word:blace cos:-0.12745
Word:negating cos:-0.13667
Word:thirlwell cos:-0.25858
Word:c65 cos:-0.11043
Word:drinkable cos:-0.11799
Word:rosalía cos:-0.24068
Word:cumulating cos:-0.63160
Word:culligan cos:-0.13388
Word:samih cos:-0.27821
Word:pretnar cos:-0.29297
Word:unclean cos:0.09225
Word:gruffydd cos:0.26360
Word:carnback cos:-0.36693
Word:aunts cos:0.25972
Word:erdinc cos:-0.38319
Word:http://www.weather.com cos:-0.16849
Word:valjavec cos:-0.34825
Word:daerden cos:-0.29464
Word:reoccurs cos:-0.25884
Word:gemmula cos:-0.32677
Word:jhassell cos:-0.11297
Word:cafo cos:-0.38442
Word:glesnes cos:-0.34012
Word:impolite cos:-0.04406
Word:unsuitable cos:-0.03480
Word:british-bred cos:-0.27912
Word:videanu cos:-0.51911
Word:winneba cos:-0.39876
Word:ooze cos:-0.17394
Word:mordy cos:-0.30684
Word:pro-administration cos:-0.38145
Word:presiding cos:0.43411
Word:thia cos:-0.13115
Word:korolyov cos:-0.10117
Word:guaicaipuro cos:-0.16807
Word:ramón cos:0.12782
Word:lingor cos:-0.20106
Word:kabiljagic cos:-0.46972
Word:annex cos:0.20069
Word:pnu cos:-0.07717
Word:developpement cos:-0.30736
Word:beca cos:-0.52319
Word:phrenologist cos:-0.35286
Word:anwar cos:0.26130
Word:obviative cos:-0.28127
Word:sönmez cos:-0.38882
Word:aol.com cos:0.16150
Word:荊州 cos:-0.15813
Word:lääne-viru cos:-0.11984
Word:sinden cos:0.03896
Word:staletovich cos:-0.14105
Word:kcc cos:-0.14918
Word:fhimah cos:0.09077
Word:transept cos:0.14016
Word:winkelmann cos:-0.32027
Word:bastani cos:-0.32605
Word:aips cos:-0.32120
Word:vieillot cos:0.01581
Word:i-77 cos:-0.19231
Word:dominican-american cos:-0.35765
Word:zamoyski cos:0.06771
Word:reconstructionist cos:-0.10179
Word:waterfire cos:-0.10457
Word:babacan cos:0.11121
Word::( cos:-0.12957
Word:supachai cos:0.07225
Word:12-game cos:-0.12304
Word:toads cos:-0.02588
Word:epicentral cos:-0.36151
Word:ug99 cos:-0.14052
Word:rummy cos:0.13804
Word:accoyer cos:0.07281
Word:wap cos:0.00942
Word:rauff cos:0.03336
Word:brende cos:-0.52935
Word:inhaber cos:-0.04923
Word:kushk cos:-0.22003
Word:monarchists cos:0.07677
Word:danic cos:-0.25850
Word:μsa cos:-0.20092
Word:mokhehle cos:0.18862
Word:cauwelaert cos:-0.32362
Word:qns cos:-0.22793
Word:samudrala cos:-0.31967
Word:sunlit cos:-0.23828
Word:poutchek cos:0.00519
Word:nwohio.com cos:-0.18659
Word:ominato cos:-0.25829
Word:welds cos:-0.39844
Word:wwvb cos:-0.24948
Word:wms cos:-0.17642
Word:leash cos:0.00329
Word:theobalds cos:-0.06906
Word:fespic cos:-0.06879
Word:colchicine cos:-0.25558
Word:vilfredo cos:-0.53304
Word:precocial cos:-0.16990
Word:kokoity cos:0.06768
Word:dancing cos:0.27017
Word:omit cos:0.11399
Word:ferey cos:-0.40155
Word:mystifies cos:-0.31939
Word:xga cos:-0.27079
Word:bassanio cos:-0.07084
Word:elephant cos:0.28829
Word:hlede cos:-0.51890
Word:suheil cos:-0.25325
Word:voke cos:-0.12692
Word:kassim cos:-0.12886
Word:blagov cos:-0.13672
Word:bailiff cos:0.18574
Word:khejuri cos:-0.12188
Word:barla cos:-0.22605
Word:bilitis cos:0.03593
Word:wabc-tv cos:-0.23602
Word:4,000-yard cos:-0.21816
Word:embera cos:-0.23891
Word:mandelson cos:0.20392
Word:sathe cos:-0.33029
Word:montcada cos:-0.09142
Word:pfl cos:-0.12993
Word:smajic cos:-0.52553
Word:keydets cos:-0.30066
Word:doura cos:-0.10702
Word:zejnil cos:-0.24989
Word:mahé cos:-0.18075
Word:kuhnen cos:-0.32365
Word:zabi cos:-0.29176
Word:christianne cos:-0.39030
Word:smiling cos:0.20044
Word:laake cos:-0.33074
Word:collet cos:-0.08082
Word:szapolyai cos:0.09373
Word:weight-bearing cos:-0.23738
Word:west-southwest cos:-0.18920
Word:dagui cos:-0.46562
Word:gojoseon cos:0.10493
Word:www cos:-0.11849
Word:baham cos:-0.39820
Word:frigid cos:-0.05098
Word:senioritis cos:-0.45971
Word:darré cos:-0.29691
Word:nuño cos:0.00432
Word:ollanta cos:-0.02156
Word:anaglyph cos:-0.13922
Word:diegans cos:-0.20564
Word:jean-francois cos:-0.33556
Word:immendorff cos:-0.37151
Word:sankrail cos:-0.30958
Word:umbach cos:0.05535
Word:gibbens cos:-0.44517
Word:gin cos:0.24095
Word:slavutich cos:-0.29432
Word:mendota cos:-0.24668
Word:tjallingii cos:-0.14628
Word:gusin cos:-0.23908
Word:eikelboom cos:-0.36986
Word:douwe cos:-0.25429
Word:massood cos:0.22479
Word:cabrales cos:-0.35000
Word:wichert cos:-0.21691
Word:4-wheeled cos:-0.38234
Word:bellamy cos:0.22245
Word:droukdel cos:-0.44882
Word:higazy cos:0.05855
Word:aidin cos:-0.33129
Word:unbalanced cos:-0.28611
Word:aleandro cos:-0.14717
Word:jeanneau cos:-0.41591
Word:mushin cos:-0.15672
Word:buhrmann cos:-0.14647
Word:petrojet cos:-0.13745
Word:08:15 cos:-0.29894
Word:plam cos:-0.18287
Word:bfbs cos:-0.03665
Word:singing cos:0.40198
Word:dioxins cos:-0.32302
Word:harassment cos:0.10597
Word:azzurri cos:-0.09268
Word:rychnov cos:-0.33294
Word:manly-warringah cos:0.01661
Word:propanoate cos:-0.35013
Word:sazegara cos:-0.34905
Word:magrao cos:-0.27661
Word:d'aquino cos:-0.33005
Word:employment-based cos:-0.43547
Word:lianhe cos:-0.14705
Word:beaming cos:0.10121
Word:onstage cos:0.19113
Word:thorhild cos:-0.33062
Word:maryan cos:-0.33741
Word:cahir cos:-0.03230
Word:zambia cos:0.23405
Word:hadian cos:-0.38654
Word:cyanobacteria cos:-0.11523
Word:twg cos:-0.18051
Word:chairing cos:-0.07632
Word:nasserist cos:-0.22490
Word:sedilia cos:-0.20450
Word:!!!!! cos:-0.26872
Word:cces cos:-0.50662
Word:self-sealing cos:-0.24779
Word:adnet cos:-0.49404
Word:hardi cos:-0.29752
Word:audiophiles cos:-0.13129
Word:dashkevich cos:-0.33397
Word:borisenko cos:-0.58472
Word:relaxed cos:0.12415
Word:manj cos:-0.37429
Word:lokeren cos:-0.22341
Word:katyuri cos:0.13211
Word:riefkohl cos:-0.16514
Word:frescoes cos:0.13690
Word:parvula cos:-0.30889
Word:cazzulani cos:-0.43066
Word:seppey cos:-0.29774
Word:yunupingu cos:-0.14089
Word:unrepresented cos:-0.27078
Word:kruel cos:-0.20537
Word:vocational cos:-0.06529
Word:2,632 cos:-0.06046
Word:helenae cos:-0.28527
Word:14001 cos:-0.34524
Word:romanovs cos:0.09520
Word:ihc cos:-0.30623
Word:ángel cos:0.07983
Word:afcs cos:-0.24098
Word:untreated cos:-0.18684
Word:mazhar cos:0.00618
Word:jerman cos:-0.36554
Word:generically cos:0.03605
Word:first-past-the-post cos:0.10389
Word:asloum cos:-0.22343
Word:tirade cos:0.05245
Word:rhein-main-verkehrsverbund cos:-0.25659
Word:36-hour cos:-0.04224
Word:sulik cos:-0.27336
Word:lakan cos:-0.17016
Word:horrendous cos:-0.12249
Word:aggravate cos:-0.02104
Word:dausset cos:-0.28274
Word:vanderhaeghe cos:-0.30132
Word:radjasa cos:-0.16630
Word:poncelet cos:0.13578
Word:theale cos:-0.45372
Word:fouhad cos:-0.40460
Word:khoda cos:-0.31724
Word:confidant cos:0.31675
Word:microstation cos:-0.32321
Word:confcommercio cos:-0.30391
Word:empresses cos:0.19425
Word:wheeler-nicholson cos:-0.11990
Word:romboni cos:-0.40379
Word:flyvebaatfabrikk cos:-0.39431
Word:shaare cos:-0.09654
Word:zaetta cos:-0.46055
Word:misunderstand cos:-0.04625
Word:kea cos:-0.06970
Word:microplane cos:-0.44557
Word:mwr cos:-0.30322
Word:msw cos:-0.37432
Word:margheriti cos:-0.25037
Word:gode cos:-0.28996
Word:k.b. cos:-0.10749
Word:lauterbach cos:-0.11024
Word:rāh cos:0.12012
Word:gozitan cos:-0.34183
Word:atlanteans cos:-0.23842
Word:eaa cos:-0.24351
Word:alleged cos:0.29868
Word:bartlam cos:-0.36033
Word:inflect cos:-0.24369
Word:parvez cos:0.21272
Word:moates cos:-0.31128
Word:2.2-pound cos:-0.40951
Word:eyed cos:0.07036
Word:dębowiec cos:-0.23281
Word:ijt cos:-0.34227
Word:sings cos:0.37098
Word:revisionists cos:-0.16495
Word:jelusic cos:-0.17874
Word:ghilzai cos:-0.07304
Word:rossem cos:-0.45741
Word:anc cos:0.25342
Word:nmbs/sncb cos:-0.23071
Word:aubert cos:-0.17325
Word:xinhui cos:-0.28915
Word:semara cos:-0.38598
Word:mahadhesis cos:-0.20354
Word:simić cos:-0.26032
Word:toine cos:-0.22910
Word:bagna cos:-0.38432
Word:.598 cos:-0.36557
Word:poem cos:0.49373
Word:tanju cos:-0.49905
Word:capitoline cos:-0.04451
Word:narkiss cos:-0.33378
Word:mephedrone cos:-0.18021
Word:gävleborg cos:-0.24269
Word:delegates cos:0.15820
Word:studenikova cos:-0.05172
Word:bokeo cos:-0.18656
Word:gazel cos:-0.37240
Word:delainey cos:-0.18497
Word:worsen cos:0.01198
Word:slaight cos:-0.07190
Word:poisonous cos:-0.04512
Word:xs4all cos:-0.34712
Word:hancox cos:-0.36668
Word:bajoran cos:-0.26799
Word:horticulturalist cos:-0.20800
Word:dijkgraaf cos:-0.51056
Word:burhs cos:-0.08574
Word:idrottsförening cos:-0.34342
Word:sultry cos:-0.05467
Word:bolt cos:0.18095
Word:soulard cos:-0.47343
Word:taqaddum cos:-0.23467
Word:11179 cos:-0.35931
Word:fishbourne cos:-0.00047
Word:wpo cos:-0.18437
Word:shibukawa cos:-0.37430
Word:ieuan cos:0.00825
Word:ímar cos:0.12583
Word:bergstein cos:-0.18847
Word:wafd cos:-0.10447
Word:centropogon cos:-0.31987
Word:titsworth cos:-0.45122
Word:ескадрила cos:-0.49669
Word:familypc cos:-0.33506
Word:photosensitizer cos:-0.39207
Word:czeck cos:-0.02026
Word:arneberg cos:-0.39736
Word:rbr cos:-0.34107
Word:nishani cos:-0.34158
Word:rajnoch cos:-0.20518
Word:grenadian cos:-0.00349
Word:constitutes cos:0.00926
Word:latwp.com cos:-0.26089
Word:honglei cos:-0.18390
Word:wareing cos:-0.05740
Word:chāy cos:0.09983
Word:ashti cos:-0.38778
Word:chasidic cos:-0.17759
Word:najia cos:-0.42705
Word:frse cos:-0.10564
Word:bfm cos:-0.11365
Word:frs cos:0.05192
Word:videla cos:0.01480
Word:patten cos:0.28725
Word:inscribed cos:0.31348
Word:photo-sharing cos:-0.32189
Word:oto cos:-0.34451
Word:prtc cos:-0.22604
Word:beeptalk cos:-0.30386
Word:władysławowo cos:-0.38508
Word:bormida cos:-0.37041
Word:shipbroker cos:-0.26559
Word:jumping cos:0.03652
Word:cranach cos:0.18436
Word:bonfanti cos:-0.25095
Word:hawaii cos:0.35430
Word:cenél cos:0.12223
Word:štúr cos:-0.32835
Word:translation cos:0.41514
Word:uniformis cos:-0.31814
Word:nilp cos:-0.28734
Word:souci cos:-0.15066
Word:bhujbal cos:-0.30996
Word:-67 cos:-0.19110
Word:niño cos:0.02735
Word:ptrsbg cos:0.10679
Word:faisabad cos:-0.27296
Word:halcrow cos:-0.21745
Word:schastlivy cos:-0.28660
Word:boole cos:0.05859
Word:caloy cos:-0.28379
Word:sdap cos:-0.17733
Word:nasional cos:0.00334
Word:rosenwinkel cos:-0.22307
Word:matthey cos:-0.11968
Word:siutsou cos:-0.27639
Word:kallio cos:-0.23648
Word:27-june cos:0.03068
Word:araminta cos:-0.36610
Word:jhiaxus cos:0.02738
Word:courtrooms cos:-0.06700
Word:risp cos:-0.47882
Word:josé cos:0.23877
Word:mkv cos:-0.41519
Word:witbier cos:-0.17661
Word:piat cos:-0.16517
Word:27001 cos:-0.45117
Word:o.c.u. cos:-0.33876
Word:glycolipid cos:-0.44452
Word:jackou cos:-0.41966
Word:bavadra cos:-0.25333
Word:pallavas cos:0.12911
Word:pierret cos:-0.24181
Word:negro cos:0.12509
Word:wickline cos:-0.27826
Word:louanne cos:-0.12694
Word:navision cos:-0.02311
Word:galatis cos:-0.23582
Word:diadora cos:-0.34765
Word:bondar cos:-0.31497
Word:fairtest cos:-0.25109
Word:semenzato cos:-0.28314
Word:unavoidably cos:-0.27032
Word:epp-ed cos:-0.40798
Word:aristarchus cos:-0.03510
Word:a-lago cos:0.08488
Word:herbin cos:-0.36446
Word:jurcevic cos:-0.30081
Word:norse-gaelic cos:-0.01574
Word:gulistan cos:-0.07992
Word:newton-john cos:-0.02567
Word:fussy cos:-0.05967
Word:racecar cos:-0.18495
Word:ormsby-gore cos:-0.15295
Word:alian cos:-0.36857
Word:stroking cos:-0.08944
Word:balkan cos:0.18053
Word:petermann cos:-0.01049
Word:kozeny cos:-0.35046
Word:2,410 cos:-0.24871
Word:barek cos:-0.03924
Word:hairsplitting cos:-0.28662
Word:klepac cos:-0.23287
Word:nitride cos:-0.17017
Word:attachés cos:-0.33588
Word:blackhurst cos:-0.37766
Word:menands cos:-0.28193
Word:samuell cos:-0.40038
Word:dominance cos:0.30464
Word:rm19 cos:-0.38238
Word:euro186 cos:-0.12617
Word:insecure cos:-0.05785
Word:5/5 cos:-0.21290
Word:mccaughey cos:-0.05417
Word:bukar cos:-0.25417
Word:5-percent cos:-0.12850
Word:philipp cos:0.19228
Word:mensfelt cos:-0.26400
Word:varieties cos:0.11940
Word:chamdo cos:-0.13488
Word:292.4 cos:-0.26766
Word:middle-class cos:0.00948
Word:portends cos:-0.24339
Word:remap cos:-0.23310
Word:niddrie cos:-0.29415
Word:heel cos:0.14448
Word:euro111 cos:-0.10955
Word:makarios cos:0.20698
Word:6d cos:-0.05731
Word:gosnell cos:0.01006
Word:fallow cos:0.03390
Word:sarshiv cos:-0.37101
Word:s cos:0.39935
Word:barh cos:-0.19730
Word:kerrville cos:-0.12506
Word:ammiano cos:-0.18239
Word:ngawang cos:0.09394
Word:swaps cos:0.01428
Word:kenzo cos:-0.12945
Word:macrophylla cos:-0.02395
Word:bursten cos:-0.32309
Word:patiala cos:0.19021
Word:youths cos:0.02152
Word:h.i.v. cos:-0.26596
Word:examen cos:-0.19980
Word:cuculidae cos:0.15043
Word:1497 cos:0.19267
Word:midsentence cos:-0.21074
Word:taining cos:-0.14538
Word:marsaxlokk cos:-0.14317
Word:tomczak cos:-0.11985
Word:coupé cos:-0.04300
Word:1550 cos:0.26100
Word:stirbois cos:-0.27405
Word:malil cos:-0.16976
Word:serian cos:-0.31257
Word:curator cos:0.16815
Word:arriving cos:0.33657
Word:micro cos:-0.01347
Word:templeton cos:0.17864
Word:pingyuan cos:0.01206
Word:sumar cos:-0.33401
Word:debussy cos:-0.00676
Word:rubberstamped cos:-0.28746
Word:zedek cos:-0.18344
Word:gummer cos:0.04367
Word:kamanyola cos:-0.22677
Word:howlett cos:-0.01496
Word:woori cos:-0.13989
Word:makélélé cos:-0.26416
Word:tell-tale cos:-0.15200
Word:chuzhou cos:-0.08704
Word:redistrict cos:-0.08819
Word:95f cos:-0.33409
Word:12m cos:-0.19877
Word:paniculata cos:0.06894
Word:palace cos:0.57377
Word:mansky cos:-0.42925
Word:helper cos:0.01827
Word:robitaille cos:-0.11514
Word:238.7 cos:-0.29723
Word:dynamites cos:-0.22900
Word:10-26 cos:-0.08277
Word:epson cos:0.01601
Word:344.5 cos:-0.21719
Word:1485 cos:0.27952
Word:wolf-like cos:-0.26513
Word:gonda cos:-0.27273
Word:arianrhod cos:-0.29741
Word:olympic-style cos:-0.38714
Word:euro78 cos:-0.10480
Word:j&k cos:-0.24377
Word:neo-aramaic cos:-0.05552
Word:shippensburg cos:-0.19641
Word:shilpakala cos:-0.27268
Word:rm42 cos:-0.42237
Word:sivits cos:-0.01267
Word:1-june cos:-0.21124
Word:mirjaveh cos:-0.33327
Word:shadrack cos:-0.24362
Word:instincts cos:0.10762
Word:balearic cos:0.05513
Word:10-of-12 cos:-0.34826
Word:264.8 cos:-0.36703
Word:rigel cos:-0.10284
Word:sapphire cos:0.18371
Word:lukashenka cos:-0.00433
Word:magnificent cos:0.33179
Word:rosborough cos:-0.35298
Word:sechura cos:-0.11189
Word:displayed cos:0.30736
Word:antianxiety cos:-0.29301
Word:cardiological cos:-0.20265
Word:posa cos:0.00044
Word:rehnab cos:-0.15629
Word:303.5 cos:-0.27180
