Word:deni cos:-0.46001
Word:double-time cos:-0.17389
Word:o'beirne cos:-0.10741
Word:ahip cos:-0.25727
Word:nsps cos:-0.21705
Word:reengage cos:-0.33444
Word:bakiga cos:-0.27583
Word:milsons cos:-0.14964
Word:deis cos:-0.29515
Word:soucy cos:-0.29144
Word:pentameter cos:-0.04709
Word:d'aguilar cos:-0.23351
Word:bekteshi cos:-0.34497
Word:45.15 cos:-0.28991
Word:wildlings cos:-0.26733
Word:m.a.d. cos:-0.10054
Word:mehamn cos:-0.48484
Word:huxtable cos:-0.11206
Word:women-owned cos:-0.15216
Word:rolanda cos:-0.33321
Word:gardenburger cos:-0.23927
Word:one-acts cos:-0.30319
Word:countrie cos:-0.24514
Word:chomet cos:-0.25116
Word:edwardses cos:-0.11561
Word:galiński cos:-0.28059
Word:takemoto cos:-0.25138
Word:rabotnički cos:-0.28370
Word:cchl cos:-0.39409
Word:pucci cos:-0.04741
Word:lépine cos:-0.40507
Word:miklikova cos:-0.26476
Word:bceao cos:-0.13325
Word:slotback cos:-0.04466
Word:strassman cos:-0.25862
Word:mangope cos:-0.36814
Word:dorio cos:-0.50640
Word:22.22 cos:-0.36982
Word:hessische cos:-0.21443
Word:garrod cos:-0.14770
Word:mutunga cos:-0.20981
Word:dialyzers cos:-0.10844
Word:ewg cos:-0.10664
Word:beechey cos:-0.13770
Word:horinko cos:-0.28933
Word:oposition cos:-0.17368
Word:akut cos:-0.05206
Word:nannetti cos:-0.37360
Word:cliffhanging cos:-0.13429
Word:hartl cos:-0.11563
Word:gillot cos:-0.19960
Word:newsworthiness cos:-0.24080
Word:mixman cos:-0.27145
Word:terris cos:-0.41221
Word:krays cos:-0.30538
Word:slovic cos:-0.14487
Word:bartak cos:-0.33243
Word:wgno cos:-0.46289
Word:valine cos:-0.23677
Word:carmike cos:-0.18731
Word:marlise cos:-0.44213
Word:džemal cos:-0.36981
Word:dresslar cos:-0.01229
Word:latag cos:-0.30900
Word:sarcosine cos:-0.20511
Word:incisiveness cos:-0.29056
Word:144.0 cos:-0.16650
Word:storable cos:-0.14263
Word:liverwurst cos:-0.12109
Word:damjanović cos:-0.51027
Word:echocardiograms cos:-0.15770
Word:neurologic cos:-0.19156
Word:rapho cos:-0.19718
Word:rober cos:-0.37160
Word:mazza cos:-0.29205
Word:lerebours cos:-0.08165
Word:borger cos:-0.31673
Word:nissl cos:-0.09934
Word:ontrack cos:-0.33208
Word:waigo cos:-0.05866
Word:sheerin cos:-0.17136
Word:npia cos:-0.38328
Word:zests cos:-0.22723
Word:30-match cos:-0.23937
Word:bassani cos:-0.20734
Word:muong cos:-0.20290
Word:salvadori cos:-0.18969
Word:recrudescence cos:-0.27760
Word:ghost-written cos:-0.10944
Word:non-canon cos:-0.13563
Word:berkov cos:-0.36568
Word:tasgola cos:-0.25682
Word:tor.com cos:-0.18099
Word:reexamine cos:-0.22240
Word:aramnau cos:-0.41838
Word:cpld cos:-0.22812
Word:sturua cos:-0.40690
Word:rudiment cos:-0.17119
Word:walshe cos:-0.05384
Word:seagrams cos:-0.27177
Word:ebbert cos:-0.07530
Word:thibodeau cos:-0.06020
Word:green-colored cos:-0.14130
Word:tighina cos:-0.32799
Word:greenscreen cos:-0.18161
Word:walzer cos:-0.23135
Word:healthnet cos:-0.11040
Word:kingscote cos:-0.15847
Word:lrb cos:-0.20888
Word:ramrods cos:-0.19377
Word:cagan cos:-0.29717
Word:kelberg cos:-0.18035
Word:fhp cos:-0.01413
Word:wda cos:-0.20675
Word:106-run cos:-0.16870
Word:iirc cos:-0.25700
Word:tenth-century cos:-0.16154
Word:lapolla cos:-0.44343
Word:cajeta cos:-0.02646
Word:lausanne-sport cos:-0.15580
Word:simone cos:-0.00394
Word:pgp-rtb cos:-0.38646
Word:market-leading cos:-0.33180
Word:amapola cos:-0.07191
Word:osita cos:-0.37767
Word:aggravates cos:-0.17152
Word:http://www.cnn.com cos:-0.25551
Word:harpole cos:-0.42778
Word:uebber cos:-0.18135
Word:mormeck cos:-0.06732
Word:arshak cos:-0.16605
Word:danie cos:-0.01444
Word:grifo cos:-0.32103
Word:emts cos:-0.03476
Word:presto cos:-0.03566
Word:bartica cos:-0.17390
Word:emboss cos:-0.10855
Word:nemko cos:-0.21618
Word:enemas cos:-0.01826
Word:carbonera cos:-0.17813
Word:quoth cos:-0.03652
Word:rossier cos:-0.34632
Word:vizi cos:-0.13071
Word:dogstar cos:-0.17714
Word:achenbach cos:-0.33087
Word:yagyu cos:-0.23207
Word:rosenbach cos:-0.23590
Word:bisectors cos:-0.23008
Word:domtar cos:-0.16229
Word:gri cos:-0.17819
Word:prasun cos:-0.29496
Word:truscott cos:-0.18305
Word:dysmorphic cos:-0.03394
Word:ulp cos:-0.29072
Word:st.giga cos:-0.45431
Word:ɣ cos:-0.09753
Word:hamot cos:-0.29984
Word:mo03 cos:-0.00802
Word:enlivening cos:-0.27595
Word:nemsa cos:-0.37032
Word:four-years cos:-0.42314
Word:contextualizing cos:-0.37182
Word:depsite cos:-0.25064
Word:gups cos:-0.24403
Word:sadecki cos:-0.11512
Word:22.88 cos:-0.32876
Word:off-air cos:-0.16941
Word:penholders cos:-0.16513
Word:unanalyzed cos:-0.17736
Word:wpxi cos:-0.32985
Word:gürtel cos:-0.24346
Word:educative cos:-0.30926
Word:apportioning cos:-0.14384
Word:lepreau cos:-0.35015
Word:teleseker cos:-0.10307
Word:mascoma cos:-0.16213
Word:litho cos:-0.28626
Word:erdős cos:-0.22087
Word:22.28 cos:-0.26465
Word:boltanski cos:-0.21410
Word:električni cos:-0.10126
Word:banlieues cos:-0.11860
Word:abcnews.com cos:-0.28701
Word:paulding cos:-0.27498
Word:14.92 cos:-0.27680
Word:feichtinger cos:-0.35097
Word:paolettis cos:-0.22857
Word:re-assessed cos:-0.33344
Word:soliloquies cos:-0.11174
Word:gandra cos:-0.32716
Word:broadswords cos:-0.21987
Word:reinterviewed cos:-0.24120
Word:p.b. cos:-0.19296
Word:discourtesy cos:-0.15002
Word:katsoulis cos:-0.07463
Word:doering cos:-0.10421
Word:enesco cos:-0.21849
Word:mezni cos:-0.14972
Word:ucan cos:-0.27648
Word:peduncular cos:-0.35231
Word:neurochemical cos:-0.27357
Word:loebbering cos:-0.25888
Word:stigmatic cos:-0.09583
Word:nightwatch cos:-0.14966
Word:pupi cos:-0.21197
Word:hcfa cos:-0.20477
Word:splicers cos:-0.05126
Word:mr2 cos:-0.05079
Word:indidis cos:-0.17817
Word:bijlmer cos:-0.26887
Word:jeopardizes cos:-0.23257
Word:club-like cos:-0.23838
Word:adams-onís cos:-0.53097
Word:sitton cos:-0.24903
Word:lamprecht cos:-0.23687
Word:six-bay cos:-0.23033
Word:maicer cos:-0.23581
Word:santora cos:-0.35258
Word:ectoplasmic cos:-0.14063
Word:sastras cos:-0.27229
Word:1.125 cos:-0.13919
Word:sköld cos:-0.32138
Word:topdog cos:-0.04615
Word:luque cos:-0.21437
Word:schom cos:-0.36503
Word:ilúvatar cos:-0.00724
Word:baa2/bbb cos:-0.19083
Word:tyrus cos:-0.24752
Word:amidei cos:-0.30764
Word:lahsa cos:-0.32426
Word:bost cos:-0.28444
Word:bk101-102 cos:-0.27483
Word:pre-reformation cos:-0.22127
Word:philippon cos:-0.27932
Word:gajic cos:-0.33090
Word:virtanen cos:-0.47735
Word:genoshan cos:-0.15418
Word:stollery cos:-0.15770
Word:relived cos:-0.13646
Word:brücken cos:-0.28291
Word:thomass cos:-0.24287
Word:manhart cos:-0.37637
Word:reoccurred cos:-0.12834
Word:husserl cos:-0.17685
Word:yitzhaki cos:-0.17552
Word:petticoats cos:-0.00123
Word:mnenie cos:-0.17177
Word:r.m.s. cos:-0.10361
Word:stevan cos:-0.35433
Word:behringer cos:-0.07064
Word:rossley cos:-0.05857
Word:peltola cos:-0.32890
Word:pirker cos:-0.10270
Word:peregrination cos:-0.24838
Word:forcier cos:-0.31636
Word:mccutchan cos:-0.41004
Word:subtends cos:-0.16857
Word:pervy cos:-0.14300
Word:ex-king cos:-0.38821
Word:lucent cos:-0.04346
Word:underland cos:-0.17670
Word:namsa cos:-0.36991
Word:veneris cos:-0.22284
Word:unscored cos:-0.17422
Word:henchy cos:-0.25311
Word:padmashri cos:-0.14894
Word:mbmd cos:-0.26205
Word:springstead cos:-0.24399
Word:iptf cos:-0.15088
Word:dolemite cos:-0.18574
Word:anthropomorphize cos:-0.00757
Word:lesourd cos:-0.43190
Word:kazunari cos:-0.33460
Word:parlayed cos:-0.02957
Word:nakedness cos:-0.01112
Word:beevor cos:-0.44040
Word:free-flowing cos:-0.11307
Word:konteska cos:-0.26847
Word:bearman cos:-0.27716
Word:19/arista cos:-0.24547
Word:metwally cos:-0.34372
Word:eproms cos:-0.27403
Word:lollardy cos:-0.30182
Word:aalesunds cos:-0.23983
Word:warhawks cos:-0.12487
Word:desensitizes cos:-0.19622
Word:deprecate cos:-0.30268
Word:esherick cos:-0.13596
Word:sealants cos:-0.01273
Word:post-flight cos:-0.26130
Word:biometry cos:-0.22413
Word:juzo cos:-0.42143
Word:jrcc cos:-0.22397
Word:gollner cos:-0.36106
Word:mahnke cos:-0.23877
Word:brunskill cos:-0.28716
Word:unsparing cos:-0.14490
Word:graphix cos:-0.12892
Word:toxicological cos:-0.12425
Word:lethrense cos:-0.29731
Word:double-sized cos:-0.23004
Word:kassites cos:-0.29781
Word:oios cos:-0.13941
Word:riggall cos:-0.41169
Word:breidling cos:-0.32804
Word:vasallo cos:-0.47324
Word:meltzglobe.com cos:-0.32314
Word:haarlemmermeer cos:-0.39848
Word:brentrup cos:-0.29897
Word:fuzzball cos:-0.17895
Word:10.97 cos:-0.25439
Word:munkacsi cos:-0.25890
Word:infrasound cos:-0.13618
Word:simelane cos:-0.36423
Word:triglyphs cos:-0.37615
Word:kühnen cos:-0.52803
Word:maschwitz cos:-0.39650
Word:ledoux cos:-0.10503
Word:alyn cos:-0.23439
Word:veselica cos:-0.50707
Word:cothi cos:-0.19114
Word:2006b cos:-0.44185
Word:declaims cos:-0.23663
Word:kanabec cos:-0.19457
Word:turim cos:-0.15360
Word:crewdson cos:-0.36855
Word:rla cos:-0.37545
Word:rafay cos:-0.21140
Word:schmeling cos:-0.06242
Word:experian cos:-0.27968
Word:schneeberger cos:-0.39831
Word:ots cos:-0.24665
Word:ruffhouse cos:-0.18329
Word:kd cos:-0.10543
Word:bundesministerium cos:-0.11156
Word:moriz cos:-0.39517
Word:itim cos:-0.13232
Word:triple-double cos:-0.10692
Word:antineoplastons cos:-0.24383
Word:currin cos:-0.13813
Word:carpani cos:-0.01352
Word:techsystems cos:-0.27005
Word:bonadio cos:-0.42657
Word:koschnik cos:-0.19644
Word:multi-monitor cos:-0.24611
Word:shefrin cos:-0.41530
Word:boente cos:-0.33789
Word:19-bernd cos:-0.19411
Word:weigh-ins cos:-0.16098
Word:commissionerate cos:-0.10419
Word:escalators cos:-0.14035
Word:spolsky cos:-0.45200
Word:segueing cos:-0.03073
Word:avey cos:-0.16025
Word:thresholds cos:-0.15059
Word:rough-cut cos:-0.21433
Word:blagojevic cos:-0.41174
Word:tourettes cos:-0.21262
Word:jamarat cos:-0.06147
Word:demare cos:-0.34570
Word:flyover cos:-0.13836
Word:minugua cos:-0.24359
Word:rescigno cos:-0.17905
Word:spatiotemporal cos:-0.28925
Word:raymo cos:-0.29251
Word:rough-hewn cos:-0.16875
Word:three-quarter cos:-0.03174
Word:greisman cos:-0.31796
Word:demeyer cos:-0.25824
Word:strabismus cos:-0.05594
Word:broshi cos:-0.33898
Word:carabins cos:-0.20350
Word:seremane cos:-0.09045
Word:baru cos:-0.12521
Word:sportsticker cos:-0.30817
Word:decompressing cos:-0.19402
Word:ancol cos:-0.12200
Word:djiboutian cos:-0.17698
Word:volkow cos:-0.16549
Word:poertner cos:-0.39428
Word:pearle cos:-0.21338
Word:cyberforce cos:-0.09735
Word:mogahed cos:-0.30013
Word:drug-related cos:-0.21121
Word:worsens cos:-0.07257
Word:duelled cos:-0.25220
Word:megabuck cos:-0.08102
Word:mirroring cos:-0.16270
Word:multiheaded cos:-0.06654
Word:tehillim cos:-0.16840
Word:pressmans cos:-0.35058
Word:incenses cos:-0.11685
Word:headcount cos:-0.08364
Word:well-produced cos:-0.14443
Word:midgette cos:-0.42700
Word:almqvist cos:-0.19556
Word:kaithapram cos:-0.25172
Word:zaka cos:-0.10708
Word:popol cos:-0.16752
Word:croel cos:-0.07518
Word:prosectors cos:-0.27918
Word:eckerö cos:-0.26828
Word:debemos cos:-0.18161
Word:rescreening cos:-0.16489
Word:nightcrawler cos:-0.12764
Word:tamberg cos:-0.22665
Word:lequire cos:-0.31605
Word:transmogrified cos:-0.03865
Word:secker cos:-0.28137
Word:rambam cos:-0.06609
Word:weisiger cos:-0.21244
Word:cantini cos:-0.29460
Word:mayrleb cos:-0.29243
Word:nievera cos:-0.30187
Word:geos cos:-0.21022
Word:chomper cos:-0.07674
Word:cpgs cos:-0.34659
Word:semiosis cos:-0.29493
Word:cathar cos:-0.13651
Word:gillings cos:-0.23434
Word:shoalhaven cos:-0.10669
Word:brachet cos:-0.25066
Word:harrasment cos:-0.23049
Word:cultrera cos:-0.27323
Word:bandier cos:-0.41294
Word:83.52 cos:-0.42670
Word:grumblers cos:-0.27029
Word:ackbar cos:-0.23517
Word:nurturance cos:-0.22842
Word:d'adda cos:-0.52909
Word:chirico cos:-0.18029
Word:contemplations cos:-0.15030
Word:velimirović cos:-0.55959
Word:walland cos:-0.14703
Word:salee cos:-0.21566
Word:m33 cos:-0.10671
Word:abbate cos:-0.17505
Word:recruitments cos:-0.36665
Word:factsheets cos:-0.24002
Word:oru cos:-0.04219
Word:fugazi cos:-0.09716
Word:8,420 cos:-0.25983
Word:suisse cos:-0.05634
Word:kadosh cos:-0.22265
Word:idiocies cos:-0.27162
Word:fendelman cos:-0.40269
Word:verlander cos:-0.13059
Word:chartier cos:-0.23729
Word:ucs cos:-0.13537
Word:rheumatologists cos:-0.27456
Word:39a cos:-0.06061
Word:kawas cos:-0.22692
Word:schücking cos:-0.45471
Word:batavians cos:-0.27891
Word:carmelized cos:-0.29785
Word:epiphenomenalism cos:-0.45214
Word:iaw cos:-0.36928
Word:prioleau cos:-0.36284
Word:chitta cos:-0.26787
Word:volkspolizei cos:-0.18233
Word:lda. cos:-0.52406
Word:prealps cos:-0.13242
Word:malayil cos:-0.28922
Word:theis cos:-0.27792
Word:non-compliance cos:-0.41482
Word:halbish cos:-0.10212
Word:kanfer cos:-0.34164
Word:stöð cos:-0.05098
Word:masindi cos:-0.24670
Word:mythologist cos:-0.27499
Word:esthetics cos:-0.16671
Word:xango cos:-0.13832
Word:zabavnik cos:-0.21983
Word:abarat cos:-0.03285
Word:panerai cos:-0.28548
Word:enitharmon cos:-0.39652
Word:boeing-747 cos:-0.03457
Word:ostern cos:-0.28041
Word:43.75 cos:-0.23430
Word:coag cos:-0.28683
Word:balurghat cos:-0.28803
Word:pinioned cos:-0.26302
Word:ulrick cos:-0.17009
Word:concordia cos:-0.16889
Word:multi-discipline cos:-0.20700
Word:raine cos:-0.06828
Word:79.55 cos:-0.27699
Word:forlán cos:-0.08164
Word:dongducheon cos:-0.26490
Word:cartouche cos:-0.06363
Word:butanol cos:-0.06119
Word:i-290 cos:-0.42010
Word:240.1 cos:-0.26608
Word:ledrew cos:-0.35314
Word:39.45 cos:-0.44373
Word:33,700 cos:-0.31145
Word:ilulissat cos:-0.32077
Word:antanas cos:-0.32703
Word:oujda cos:-0.20276
Word:201.4 cos:-0.32501
Word:208.1 cos:-0.40720
Word:185.4 cos:-0.38865
Word:21.12 cos:-0.17952
Word:belgium-based cos:-0.21864
Word:1/6 cos:-0.21034
Word:sandee cos:-0.06356
Word:branges cos:-0.37167
Word:181.8 cos:-0.23619
Word:148.9 cos:-0.24321
Word:trakiya cos:-0.48210
Word:e13 cos:-0.26772
Word:sakhalinsk cos:-0.12423
Word:ominami cos:-0.11267
Word:1.4100 cos:-0.24043
Word:54.54 cos:-0.35301
Word:trencher cos:-0.02259
Word:novela cos:-0.16556
Word:crosslink cos:-0.32074
Word:182-nation cos:-0.12496
Word:genitourinary cos:-0.09082
Word:streetlights cos:-0.19246
Word:52.56 cos:-0.39368
Word:vakhid cos:-0.18202
Word:backpage cos:-0.17719
Word:anhalt-zerbst cos:-0.41255
Word:mondesire cos:-0.56484
Word:omics cos:-0.12087
Word:54.76 cos:-0.44953
Word:minories cos:-0.28692
Word:joho cos:-0.24472
Word:131.75 cos:-0.48284
Word:diarios cos:-0.17528
Word:.724 cos:-0.14407
Word:russky cos:-0.15393
Word:photometry cos:-0.20497
Word:aïn cos:-0.07925
Word:sleone cos:-0.18650
Word:150.8 cos:-0.28318
Word:327.6 cos:-0.30596
Word:yabushita cos:-0.17025
Word:37.74 cos:-0.42245
Word:madu cos:-0.23285
Word:neurovirology cos:-0.20281
Word:54.93 cos:-0.39806
Word:dixmude cos:-0.30033
Word:borisov cos:-0.27177
Word:muttahidda cos:-0.18989
Word:7.18 cos:-0.32895
Word:izzeddine cos:-0.27882
Word:minnawi cos:-0.27789
Word:306.6 cos:-0.36296
Word:massari cos:-0.06733
Word:50.07 cos:-0.45321
Word:curbelo cos:-0.54138
Word:63.22 cos:-0.39973
Word:schaden cos:-0.13024
Word:121.53 cos:-0.57684
Word:74.83 cos:-0.36613
Word:1.084 cos:-0.43073
Word:passarella cos:-0.11798
Word:19.21 cos:-0.40859
Word:245.7 cos:-0.35259
Word:45.50 cos:-0.42745
Word:straubing cos:-0.22314
Word:8.33 cos:-0.32801
Word:230.9 cos:-0.38891
Word:koroki cos:-0.37328
Word:7.59 cos:-0.40037
Word:210.6 cos:-0.37119
Word:nalls cos:-0.43843
Word:phloroglucinol cos:-0.16754
Word:21.42 cos:-0.34451
Word:bilour cos:-0.26154
Word:rigamonti cos:-0.19649
Word:67.44 cos:-0.47425
Word:swarthmore cos:-0.14335
Word:.671 cos:-0.26056
Word:kazuhisa cos:-0.22496
Word:reththy cos:-0.24835
Word:user-generated cos:-0.08695
Word:emamzadeh cos:-0.13049
Word:montereau cos:-0.14781
Word:kawmoora cos:-0.27907
Word:37.60 cos:-0.32772
Word:119.15 cos:-0.50478
Word:tobie cos:-0.15421
Word:58.93 cos:-0.40183
Word:harriss cos:-0.27960
Word:egalite cos:-0.24202
Word:283.5 cos:-0.35271
Word:macamo cos:-0.31008
Word:cardsystems cos:-0.23838
Word:100-day cos:-0.03264
Word:dicotyledonous cos:-0.01399
Word:l'arte cos:-0.14914
Word:.541 cos:-0.17625
Word:289.5 cos:-0.37384
Word:lavi cos:-0.17254
Word:alpharetta cos:-0.14381
Word:mangosteen cos:-0.01620
Word:scrobipalpa cos:-0.16117
Word:adic cos:-0.06223
Word:recommitting cos:-0.33805
Word:surmounts cos:-0.27649
Word:1/1 cos:-0.00609
Word:5750 cos:-0.42862
Word:40-percent cos:-0.02235
Word:glorie cos:-0.22091
Word:illica cos:-0.24352
Word:wastebaskets cos:-0.24391
Word:protetch cos:-0.28227
Word:269.2 cos:-0.31548
Word:tmx cos:-0.21713
Word:arcada cos:-0.39514
Word:19.87 cos:-0.39385
Word:28-8 cos:-0.28195
Word:25-a cos:-0.05696
Word:24.35 cos:-0.35046
Word:uanl cos:-0.19513
Word:forbach cos:-0.29370
Word:145.3 cos:-0.30390
Word:mekere cos:-0.14263
Word:stimson cos:-0.10502
Word:20.43 cos:-0.39068
Word:prq cos:-0.11171
Word:toccoa cos:-0.06925
Word:tromsø cos:-0.12028
Word:sirus cos:-0.30881
Word:samakuva cos:-0.32409
Word:atriums cos:-0.35653
Word:localizer cos:-0.16658
Word:semi-permeable cos:-0.12198
Word:vldlr cos:-0.31062
Word:33.98 cos:-0.33286
Word:41.37 cos:-0.50337
Word:swensen cos:-0.26201
Word:51.30 cos:-0.34544
Word:ridgedale cos:-0.30540
Word:cm/s cos:-0.45614
Word:blackwall cos:-0.01898
Word:oligomer cos:-0.23239
Word:.653 cos:-0.32433
Word:.654 cos:-0.19184
Word:depositary cos:-0.08074
Word:46.58 cos:-0.41165
Word:18.09 cos:-0.42470
Word:suthas cos:-0.44306
Word:29.12 cos:-0.41361
Word:#ukqaqsqm cos:-0.18056
Word:19.33 cos:-0.28755
Word:sirona cos:-0.02520
Word:141.8 cos:-0.29662
Word:tiebissou cos:-0.21946
Word:57.3 cos:-0.23774
Word:emmelshausen cos:-0.23379
Word:eatonton cos:-0.32295
Word:khankala cos:-0.23617
Word:22.66 cos:-0.38685
Word:kachchi cos:-0.20458
Word:020 cos:-0.12428
Word:37.73 cos:-0.32149
Word:78.97 cos:-0.28853
Word:72.85 cos:-0.23484
Word:vallelunga cos:-0.17685
Word:shantha cos:-0.06754
Word:68.35 cos:-0.25753
Word:250.5 cos:-0.29559
Word:auberon cos:-0.12878
Word:sunardi cos:-0.20305
Word:bydesign cos:-0.19205
Word:wavertree cos:-0.32340
Word:170.4 cos:-0.34201
Word:188.2 cos:-0.23703
Word:frappes cos:-0.26991
Word:indupa cos:-0.30866
Word:concocts cos:-0.00189
Word:48.95 cos:-0.43144
Word:roughness cos:-0.10790
Word:mich.-based cos:-0.14956
Word:40.15 cos:-0.29791
Word:4.79 cos:-0.19500
Word:i-wahdat cos:-0.28314
Word:objective-c cos:-0.13205
Word:.391 cos:-0.04310
Word:querido cos:-0.21506
Word:diplo cos:-0.12837
Word:62.45 cos:-0.32444
Word:mburu cos:-0.25176
Word:uetsu cos:-0.25772
Word:ayo cos:-0.00083
Word:proforma cos:-0.21815
Word:85.76 cos:-0.42770
Word:monroeville cos:-0.10660
Word:greengate cos:-0.20062
Word:72.41 cos:-0.37591
Word:28.97 cos:-0.35976
Word:5,833 cos:-0.46151
Word:bronchoscope cos:-0.20599
Word:ilustrado cos:-0.09438
Word:129.75 cos:-0.39047
Word:remonstrant cos:-0.22409
Word:266.2 cos:-0.40442
Word:eruv cos:-0.03930
Word:.690 cos:-0.11601
Word:husum cos:-0.22330
Word:msad cos:-0.07868
Word:163.1 cos:-0.31133
Word:platyptilia cos:-0.01922
Word:aracinovo cos:-0.16746
Word:new-england cos:-0.11504
Word:51.33 cos:-0.44691
Word:unneeded cos:-0.10723
Word:188.8 cos:-0.32801
Word:agos cos:-0.00649
Word:zet cos:-0.00451
Word:0.036 cos:-0.40387
Word:depository cos:-0.05198
Word:sagafjord cos:-0.00173
Word:vorkuta cos:-0.19394
Word:hegeman cos:-0.27214
Word:149.1 cos:-0.31875
Word:matter-of-factly cos:-0.28356
Word:dunelm cos:-0.21698
Word:127.2 cos:-0.24645
Word:1,930 cos:-0.24773
Word:iolta cos:-0.24969
Word:unwedded cos:-0.00099
Word:barhum cos:-0.06485
Word:ssrc cos:-0.22317
Word:nikolskoye cos:-0.26401
Word:2,252 cos:-0.22357
Word:pendergrast cos:-0.18961
Word:d.c cos:-0.34345
Word:yonsei cos:-0.07289
Word:cls cos:-0.33992
Word:zurufi cos:-0.22034
Word:orbetello cos:-0.31194
Word:2,175 cos:-0.41897
Word:167.50 cos:-0.33587
Word:atpase cos:-0.05057
Word:varalakshmi cos:-0.29821
Word:habad cos:-0.31395
Word:hvalfjörður cos:-0.28625
Word:criado cos:-0.30903
Word:32-percent cos:-0.02067
Word:65.71 cos:-0.36496
Word:wilmerhale cos:-0.25849
Word:56.6 cos:-0.24916
Word:phae cos:-0.36084
Word:proskauer cos:-0.26210
Word:50.94 cos:-0.45011
Word:2cv cos:-0.09740
Word:minsker cos:-0.43942
Word:mehmeti cos:-0.16060
Word:110.65 cos:-0.23647
Word:overdrafts cos:-0.16738
Word:bromont cos:-0.05333
Word:meductic cos:-0.17452
Word:eight-car cos:-0.11602
Word:eboracum cos:-0.17841
Word:198.4 cos:-0.34902
Word:4.10 cos:-0.20338
Word:bruckhaus cos:-0.40852
Word:.655 cos:-0.27948
Word:3.85 cos:-0.18147
Word:fujiko cos:-0.12433
Word:katsusuke cos:-0.19466
Word:radioland cos:-0.04513
Word:ribordy cos:-0.37653
Word:social-networking cos:-0.09923
Word:53.62 cos:-0.33875
Word:7.76 cos:-0.29394
Word:shongwe cos:-0.38446
Word:handcrafting cos:-0.01078
Word:djohan cos:-0.34579
Word:shargh cos:-0.00004
Word:millenson cos:-0.37617
Word:andrzej cos:-0.21524
Word:30-april cos:-0.05396
Word:russkoye cos:-0.12033
Word:khatif cos:-0.40740
Word:207.1 cos:-0.23793
Word:stoilov cos:-0.26028
Word:hizbi cos:-0.08453
Word:literară cos:-0.07206
Word:20.49 cos:-0.31756
Word:biogeochemistry cos:-0.14210
Word:rbb cos:-0.27706
Word:ujamaa cos:-0.29285
Word:underskirt cos:-0.17444
Word:koidu cos:-0.10011
Word:wschodnia cos:-0.33169
Word:musikkonservatorium cos:-0.19759
Word:khezel-e cos:-0.20543
Word:cuecat cos:-0.03239
Word:mönchengladbach cos:-0.31598
Word:lamesa cos:-0.25029
Word:192.2 cos:-0.34431
Word:homebuyer cos:-0.23227
Word:rabindranath cos:-0.09379
Word:nababan cos:-0.14235
Word:214.9 cos:-0.33115
Word:14.25 cos:-0.29109
Word:68.83 cos:-0.32139
Word:58.52 cos:-0.45994
Word:velli cos:-0.28833
Word:2,240 cos:-0.34312
Word:aridi cos:-0.09173
Word:chamaeleontis cos:-0.03763
Word:parool cos:-0.13839
Word:rashidiya cos:-0.27088
