Word:awakens cos:0.31939
Word:terris cos:-0.34867
Word:governmental cos:-0.07605
Word:make-up cos:0.24767
Word:injectors cos:-0.03606
Word:magnien cos:-0.39148
Word:killswitch cos:-0.06316
Word:agreement cos:-0.05410
Word:monty cos:0.37803
Word:antacids cos:-0.00081
Word:arosemena cos:-0.42992
Word:11.4 cos:-0.03796
Word:adv10 cos:-0.31124
Word:natzweiler cos:-0.32027
Word:ng6 cos:-0.27745
Word:kalyn cos:-0.34486
Word:munnetra cos:-0.08376
Word:pacifica cos:-0.04360
Word:auriongold cos:-0.06051
Word:coder cos:-0.03955
Word:212.3 cos:-0.12180
Word:8.5 cos:0.09963
Word:lanao cos:-0.12214
Word:dived cos:0.21623
Word:lagoo cos:-0.25622
Word:hoped cos:0.11252
Word:widowers cos:0.04206
Word:usinor cos:-0.13513
Word:glide cos:0.27422
Word:reluctance cos:-0.00126
Word:cross-strait cos:-0.25999
Word:forging cos:-0.22138
Word:8.9 cos:0.00427
Word:schisgal cos:-0.15140
Word:berezhnaya cos:-0.06067
Word:castration cos:0.16106
Word:mercenary cos:0.21262
Word:dissolution cos:-0.06756
Word:informatization cos:-0.40185
Word:pedroza cos:-0.23669
Word:mansarovar cos:-0.09283
Word:salutary cos:-0.01308
Word:over-the-board cos:-0.27191
Word:mamontov cos:-0.41298
Word:nationalities cos:-0.12064
Word:10.4 cos:0.04342
Word:medial cos:-0.01502
Word:almodóvar cos:0.17507
Word:kgaa cos:0.03644
Word:gösta cos:-0.28267
Word:probyn cos:-0.01100
Word:ergonomics cos:0.00181
Word:ransacks cos:-0.25649
Word:whence cos:0.23729
Word:khilafat cos:-0.11425
Word:cross-coupling cos:-0.31863
Word:complained cos:0.15926
Word:acupoints cos:-0.14498
Word:adopting cos:0.14825
Word:cott cos:-0.00567
Word:1.068 cos:-0.23769
Word:sign cos:0.21642
Word:pompous cos:0.25991
Word:sberbank cos:-0.13998
Word:2.795 cos:-0.20327
Word:1803 cos:-0.09936
Word:mutchnick cos:-0.22016
Word:raalte cos:-0.24659
Word:orientation cos:0.10815
Word:blumenbach cos:-0.09281
Word:shelly-ann cos:-0.08624
Word:sayegh cos:-0.22246
Word:9.9 cos:-0.00399
Word:1.098 cos:-0.16494
Word:morphed cos:0.22575
Word:dances cos:0.38650
Word:neonatal cos:0.21605
Word:chirps cos:0.32327
Word:neither cos:0.30662
Word:arthritic cos:0.28038
Word:noakhali cos:-0.20858
Word:alesis cos:-0.11280
Word:group cos:0.29557
Word:bawer cos:-0.05580
Word:allied cos:-0.00103
Word:tugendhat cos:-0.31561
Word:beak cos:0.46729
Word:hezbi cos:-0.09060
Word:bock cos:0.18831
Word:piasts cos:0.01476
Word:sickout cos:0.05079
Word:normalisation cos:-0.34144
Word:21,450 cos:-0.07430
Word:davidson cos:0.29335
Word:adopted cos:0.24974
Word:thyssen cos:-0.09162
Word:snorts cos:0.01047
Word:hifi cos:0.05606
Word:mitzvah cos:0.35979
Word:coughs cos:0.26660
Word:decs cos:-0.25078
Word:consistent cos:0.15173
Word:138.1 cos:-0.20532
Word:failed cos:0.20359
Word:pervomaysk cos:-0.22496
Word:forsee cos:-0.04374
Word:dkk cos:-0.19167
Word:organofluorine cos:-0.35004
Word:indo-australian cos:0.04311
Word:frick cos:-0.06497
Word:djalil cos:-0.27324
Word:retinal cos:0.17578
Word:worlds cos:0.22872
Word:asml cos:-0.03388
Word:converts cos:0.17078
Word:altana cos:-0.23420
Word:incapacitating cos:-0.05392
Word:vault cos:0.09856
Word:elisabetta cos:-0.08127
Word:asteroids cos:0.24813
Word:hyperthermia cos:-0.00877
Word:normalization cos:-0.25187
Word:feuchtwanger cos:0.36465
Word:suck cos:0.49038
Word:pál cos:-0.27810
Word:ionian cos:0.12123
Word:cryotherapy cos:-0.09039
Word:contributory cos:-0.08830
Word:gingerroot cos:-0.21617
Word:beggar cos:0.37400
Word:careen cos:0.01054
Word:compline cos:0.05253
Word:cutoffs cos:-0.22353
Word:boultbee cos:-0.22346
Word:heaney cos:-0.00057
Word:notation cos:0.05044
Word:etching cos:0.05787
Word:.1107 cos:-0.07387
Word:hopes cos:0.15298
Word:changeover cos:0.06870
Word:sikharulidze cos:-0.20179
Word:9.3 cos:-0.00287
Word:nipped cos:0.05788
Word:aurelian cos:-0.12165
Word:2,545 cos:-0.31500
Word:9.4 cos:0.02427
Word:recognition cos:0.10551
Word:malenkov cos:-0.29833
Word:valvasor cos:-0.32721
Word:smeal cos:-0.06617
Word:applying cos:0.14809
Word:enslaved cos:0.20587
Word:bertos cos:-0.00357
Word:canals cos:0.11058
Word:dürrenmatt cos:-0.02403
Word:pupae cos:0.24716
Word:lourenco cos:-0.22086
Word:karimun cos:0.03522
Word:sambre cos:-0.10782
Word:choreographic cos:-0.09613
Word:1652 cos:-0.07221
Word:delyan cos:-0.31727
Word:loughinsholin cos:-0.47104
Word:stimulants cos:0.24763
Word:expansion cos:0.04109
Word:leper cos:0.32776
Word:rôles cos:-0.23490
Word:stefo cos:-0.37252
Word:stiftung cos:-0.17265
Word:movements cos:0.21142
Word:three-person cos:-0.01080
Word:dukes cos:0.09576
Word:reassignment cos:0.12531
Word:holzmann cos:-0.16054
Word:bluescope cos:-0.14282
Word:acfta cos:-0.23777
Word:rouault cos:-0.16768
Word:gotra cos:0.28222
Word:12,000-man cos:-0.19941
Word:panza cos:-0.02485
Word:rejection cos:0.08446
Word:proposed cos:0.07746
Word:preserver cos:0.31802
Word:brotha cos:0.00905
Word:eustache cos:-0.09760
Word:organotin cos:-0.30888
Word:attrition cos:-0.00299
Word:larmor cos:-0.02608
Word:osian cos:0.00917
Word:bi-county cos:-0.35736
Word:initiated cos:0.02055
Word:lunas cos:-0.21427
Word:inverness-shire cos:-0.08258
Word:jungang cos:-0.13610
Word:galli-curci cos:-0.34790
Word:axinn cos:-0.33495
Word:leukotriene cos:-0.15838
Word:khénifra cos:-0.36765
Word:butenis cos:-0.14600
Word:co-create cos:-0.13100
Word:auditorio cos:-0.13427
Word:diets cos:0.23996
Word:broken-hearted cos:0.16721
Word:substrates cos:0.06322
Word:creat cos:-0.13735
Word:79.62 cos:-0.32835
Word:kasimpasa cos:-0.22015
Word:mashuk-kmv cos:-0.14096
Word:semyon cos:-0.32004
Word:musameh cos:-0.26976
Word:madeiras cos:-0.27935
Word:venere cos:-0.06693
Word:kurupt cos:0.00321
Word:hidcote cos:-0.11582
Word:thakura cos:-0.20856
Word:tecnológica cos:-0.42770
Word:zenn cos:-0.18202
Word:vatapi cos:-0.18012
Word:schwedler cos:-0.11655
Word:op-20-g cos:-0.57588
Word:cancuen cos:-0.27327
Word:sativa cos:0.14012
Word:buskers cos:0.02598
Word:prerevolutionary cos:-0.26598
Word:nicaea cos:-0.13649
Word:desecrations cos:-0.28193
Word:65,400 cos:-0.32403
Word:6-50 cos:-0.40327
Word:orientational cos:-0.27056
Word:refractive cos:-0.06435
Word:mirna cos:-0.17588
Word:design/build cos:-0.25711
Word:plutocratic cos:-0.00658
Word:violeau cos:-0.32651
Word:petal cos:0.19186
Word:multi-objective cos:0.05801
Word:gybed cos:-0.16254
Word:dance-hall cos:-0.01444
Word:schluter cos:-0.22575
Word:kudremukh cos:-0.27018
Word:kalishnikov cos:-0.07587
Word:bartko cos:-0.39549
Word:self-protection cos:-0.18651
Word:839,000 cos:-0.32341
Word:fuda cos:-0.26487
Word:1.6038 cos:-0.37071
Word:khouang cos:-0.32893
Word:ftl cos:-0.00974
Word:elance cos:-0.31966
Word:t3 cos:0.08526
Word:e.k. cos:-0.28393
Word:multivac cos:-0.14275
Word:houghtaling cos:-0.22782
Word:propagandists cos:-0.08514
Word:al-nassr cos:-0.26428
Word:wlol cos:-0.32517
Word:clova cos:-0.29817
Word:ettlingen cos:-0.29048
Word:pontecorvo cos:-0.06199
Word:rando cos:-0.14128
Word:bookbinding cos:-0.09393
Word:sassone cos:-0.11445
Word:nabokov cos:0.06150
Word:829,000 cos:-0.24527
Word:backpay cos:-0.29707
Word:breaking-up cos:-0.06218
Word:grimethorpe cos:-0.07408
Word:saurin cos:-0.28890
Word:cvw-9 cos:-0.19154
Word:sredets cos:-0.14268
Word:bakhtin cos:-0.22465
Word:iomega cos:-0.06670
Word:cloudiest cos:-0.30658
Word:tuas cos:-0.20168
Word:skydives cos:-0.25580
Word:stilt-man cos:-0.11647
Word:aigues-mortes cos:-0.32166
Word:snoods cos:-0.24751
Word:119.50 cos:-0.38303
Word:macrophylla cos:0.01933
Word:gallaccio cos:-0.37142
Word:bovis cos:-0.08921
Word:hamdeen cos:-0.37641
Word:2,822 cos:-0.26517
Word:supercritical cos:-0.01898
Word:sannazaro cos:-0.03336
Word:bio-tech cos:-0.10796
Word:trashcans cos:-0.33019
Word:respiratory cos:0.32337
Word:khalifa cos:-0.01398
Word:gowalla cos:-0.18938
Word:anti-anxiety cos:-0.11654
Word:nairac cos:-0.28665
Word:hinter cos:-0.05061
Word:co-publishing cos:-0.39113
Word:overhears cos:0.15761
Word:sundog cos:-0.13250
Word:gakuen cos:0.08459
Word:flash-based cos:-0.06919
Word:kalbermatten cos:-0.32206
Word:koffice cos:-0.30208
Word:animal-related cos:-0.28001
Word:mushroomhead cos:-0.27976
Word:bases_blhunter cos:-0.11759
Word:popy cos:-0.12435
Word:dings cos:-0.01700
Word:hillcroft cos:-0.42351
Word:thermoelectricity cos:-0.40530
Word:tanis cos:-0.22630
Word:wicket-keepers cos:-0.21190
Word:spoof cos:0.40207
Word:gefen cos:-0.31036
Word:arousals cos:-0.25650
Word:+2.50 cos:-0.29414
Word:synthesising cos:-0.35267
Word:planetall cos:-0.28217
Word:yeasayer cos:-0.04085
Word:partenkirchen cos:0.09456
Word:adec cos:-0.32685
Word:times-mirror cos:-0.18062
Word:homeworks cos:-0.25556
Word:4he cos:-0.20610
Word:suppression cos:0.08570
Word:gladsaxe cos:-0.39650
Word:sōbu cos:-0.24164
Word:quantization cos:-0.02161
Word:boyett cos:-0.18934
Word:sj cos:-0.04942
Word:molders cos:-0.18186
Word:east-european cos:-0.24804
Word:ala.-based cos:-0.30073
Word:dornod cos:-0.19364
Word:4014 cos:-0.16236
Word:genbao cos:-0.18255
Word:dilla cos:-0.18360
Word:soldi cos:-0.31006
Word:runaways cos:0.18143
Word:76.09 cos:-0.30580
Word:501st cos:-0.03407
Word:80-kilogram cos:-0.09959
Word:mipt cos:-0.32919
Word:sanford-brown cos:-0.23149
Word:quarrier cos:-0.28218
Word:zaida cos:-0.24514
Word:brandied cos:0.00339
Word:ierapetra cos:-0.18323
Word:aifb cos:-0.31181
Word:whitechapel cos:-0.09985
Word:counter-offensives cos:-0.33893
Word:gabii cos:-0.39601
Word:651,000 cos:-0.20471
Word:torpedo-bomber cos:-0.07424
Word:enticement cos:0.00268
Word:actonel cos:-0.06268
Word:smyly cos:-0.31636
Word:sinfonias cos:-0.29949
Word:glycosylation cos:-0.25899
Word:annakin cos:-0.03841
Word:poynting cos:-0.03261
Word:cowpox cos:0.13466
Word:ribbies cos:-0.42347
Word:fedor cos:-0.22859
Word:remodelings cos:-0.37149
Word:widefield cos:-0.36609
Word:sundar cos:0.06419
Word:flc cos:-0.14148
Word:accouterment cos:-0.15697
Word:p!nk cos:-0.02314
Word:intelligibly cos:-0.13734
Word:felda cos:-0.34732
Word:bezmer cos:-0.33998
Word:2,608 cos:-0.44537
Word:ultra-fast cos:-0.24141
Word:sepia-toned cos:-0.18192
Word:2.2-percent cos:-0.12245
Word:mägi cos:-0.29338
Word:mems cos:-0.02600
Word:hookahs cos:-0.03829
Word:lashkar-e-toiba cos:-0.08940
Word:testino cos:-0.06576
Word:limpieza cos:-0.15500
Word:nishitani cos:-0.02916
Word:viersen cos:-0.34037
Word:99p cos:-0.26315
Word:toddington cos:-0.16120
Word:sestri cos:-0.40579
Word:bell-ringing cos:-0.29995
Word:úbeda cos:-0.27441
Word:insana cos:-0.32409
Word:soeda cos:-0.01752
Word:intuitiveness cos:-0.40125
Word:uniprocessor cos:-0.23045
Word:j-1 cos:-0.15035
Word:eildon cos:-0.23514
Word:prizes cos:0.10037
Word:philippot cos:-0.49145
Word:quora cos:-0.22520
Word:halberd cos:0.07511
Word:armorial cos:-0.02530
Word:forlan cos:0.05050
Word:superlight cos:-0.34071
Word:yelawolf cos:-0.07273
Word:schiesel cos:-0.14164
Word:mopar cos:-0.09275
Word:pennard cos:-0.32832
Word:ship-borne cos:-0.15514
Word:r6 cos:-0.09832
Word:shivani cos:-0.21640
Word:muztagh cos:-0.23911
Word:aberdour cos:-0.24197
Word:polignac cos:-0.16267
Word:1l cos:-0.22866
Word:photodeluxe cos:-0.02011
Word:amertil cos:-0.14379
Word:komsomolsk-on-amur cos:-0.21046
Word:hyers cos:-0.14742
Word:welham cos:-0.08820
Word:lhr cos:-0.12974
Word:indravati cos:-0.14050
Word:autodromo cos:-0.04570
Word:gaudaur cos:-0.11151
Word:shiina cos:-0.11686
Word:verk cos:-0.32596
Word:showbread cos:-0.14796
Word:nanae cos:-0.24895
Word:1-for-10 cos:-0.18067
Word:railhawks cos:-0.15239
Word:reclassified cos:0.19632
Word:opticians cos:0.05855
Word:fajer cos:-0.26141
Word:typographical cos:-0.11630
Word:dorwin cos:-0.23757
Word:load/store cos:-0.35138
Word:pionir cos:-0.36360
Word:klaeden cos:-0.38262
Word:pkzip cos:-0.09714
Word:high-security cos:-0.14934
Word:flerovium cos:-0.36033
Word:akron/family cos:-0.22974
Word:577,000 cos:-0.30101
Word:catecholamine cos:-0.29649
Word:kerbside cos:-0.24234
Word:utpa cos:-0.24820
Word:becta cos:-0.45868
Word:bipolar cos:0.11775
Word:top-ranking cos:-0.11998
Word:stipple cos:-0.13305
Word:biko cos:0.22146
Word:emscher cos:-0.08749
Word:marona cos:-0.24876
Word:art-making cos:-0.17401
Word:washcloths cos:-0.14158
Word:filmproduktion cos:0.11752
Word:genua cos:-0.21291
Word:tessalit cos:-0.27635
Word:magaña cos:-0.27749
Word:symptoms cos:0.34140
Word:voyevodin cos:-0.43145
Word:lansheng cos:-0.35825
Word:125m cos:-0.29083
Word:jaermann cos:-0.31755
Word:smokescreens cos:-0.17669
Word:ghuraba cos:-0.11270
Word:500-metre cos:-0.00645
Word:degeneration cos:0.22564
Word:eutin cos:-0.30325
Word:u.s.-set cos:-0.26112
Word:biosynthesis cos:-0.22188
Word:one-night-only cos:-0.18068
Word:large-screen cos:-0.29366
Word:3,269 cos:-0.33840
Word:globe cos:0.19468
Word:shajar cos:-0.41215
Word:l.l.bean cos:-0.32743
Word:moruroa cos:-0.26348
Word:blunders cos:-0.14159
Word:43-story cos:-0.36653
Word:dicke cos:-0.25626
Word:influences cos:0.18919
Word:wiler cos:-0.27337
Word:tarakeswar cos:-0.41170
Word:chambering cos:-0.11774
Word:countdown cos:0.14092
Word:motor-racing cos:-0.23133
Word:122,500 cos:-0.26192
Word:small-caliber cos:-0.26677
Word:8,325 cos:-0.37446
Word:detaching cos:-0.08588
Word:stripe cos:0.36271
Word:burwash cos:-0.07549
Word:raun cos:-0.41756
Word:unconditioned cos:-0.11585
Word:bsap cos:-0.09725
Word:ravichandran cos:0.08632
Word:pestriaev cos:-0.45619
Word:full-blown cos:0.10005
Word:marstrand cos:-0.20540
Word:komedia cos:-0.20495
Word:knebworth cos:-0.07472
Word:rm17 cos:-0.14448
Word:dive-bombers cos:-0.05198
Word:tittered cos:-0.23096
Word:french-american cos:-0.05376
Word:tachinid cos:0.14016
Word:delorean cos:-0.09535
Word:bolagh-e cos:-0.16530
Word:nuclear-armed cos:-0.11219
Word:trax cos:0.10367
Word:sufis cos:-0.06209
Word:800-by-600 cos:-0.29874
Word:ortholog cos:0.03040
Word:tenaya cos:-0.19300
Word:benvenuti cos:0.04443
Word:2/1st cos:-0.06265
Word:quercetin cos:-0.31559
Word:puteaux cos:-0.29593
Word:coccifera cos:0.05995
Word:quigo cos:-0.29985
Word:magas cos:-0.26292
Word:fennovoima cos:-0.48792
Word:huichon cos:-0.35544
Word:wno cos:-0.19793
Word:ciné cos:-0.10359
Word:lower-quality cos:-0.20000
Word:parasitoids cos:0.12531
Word:falsework cos:-0.32686
Word:karawanks cos:-0.23008
Word:77.87 cos:-0.29330
Word:kashtan cos:-0.24198
Word:votives cos:-0.21868
Word:unroadworthy cos:-0.31190
Word:pinhoe cos:-0.14971
Word:kouga cos:-0.07749
Word:merogony cos:-0.30268
Word:isci cos:-0.37039
Word:wsmr cos:-0.38031
Word:z-wave cos:-0.25182
Word:bagmen cos:-0.20461
Word:spacings cos:-0.16287
Word:0-for-15 cos:-0.12847
Word:foreign-made cos:-0.16729
Word:ptv cos:0.10090
Word:millercoors cos:-0.22327
Word:phanatic cos:-0.06616
Word:khalifas cos:-0.37768
Word:arimathea cos:-0.18906
Word:four-vector cos:-0.19163
Word:flameouts cos:-0.07262
Word:wep cos:-0.14417
Word:rueil cos:-0.37590
Word:ilyushenko cos:-0.32805
Word:war-weary cos:-0.16551
Word:oilworkers cos:-0.32806
Word:campus-based cos:-0.12973
Word:foton cos:0.00073
Word:thuggee cos:-0.27057
Word:halberds cos:-0.29091
Word:gimmie cos:0.04849
Word:billmeyer cos:-0.16958
Word:71.09 cos:-0.31557
Word:u.s.-nyt cos:-0.26864
Word:oker cos:-0.07432
Word:468-7866 cos:-0.10155
Word:collaborationist cos:-0.24119
Word:directa cos:-0.13978
Word:embrittlement cos:-0.10975
Word:groundfire cos:-0.29574
Word:sopris cos:-0.34643
Word:glassjaw cos:-0.08847
Word:cryptology cos:-0.32930
Word:ever-larger cos:-0.25307
Word:roton cos:-0.15014
Word:bassets cos:-0.24718
Word:nightlong cos:0.01151
Word:vaccinates cos:-0.32629
Word:dauch cos:-0.14909
Word:9million cos:-0.34226
Word:xanga cos:-0.10430
Word:ellipsometry cos:-0.09190
Word:beltoise cos:-0.35611
Word:blazkowicz cos:-0.19245
Word:50-28 cos:-0.36060
Word:saint-gobain cos:-0.20418
Word:photodynamic cos:0.04523
Word:arsenije cos:-0.24997
Word:khetri cos:-0.26780
Word:kuangdi cos:-0.23024
Word:champigny cos:-0.31740
Word:north-north-east cos:-0.27648
Word:reitan cos:-0.16601
Word:autographing cos:-0.07555
Word:swipe cos:0.23392
Word:knob cos:0.30114
Word:bilayers cos:-0.15812
Word:lenski cos:-0.26864
Word:girnar cos:-0.23781
Word:stepps cos:-0.35804
Word:almacenes cos:-0.24296
Word:kosner cos:-0.16683
Word:schexnayder cos:-0.30037
Word:universalization cos:-0.36114
Word:anti-imperialist cos:-0.21713
Word:crj700 cos:-0.52432
Word:gummidipoondi cos:-0.33280
Word:limeade cos:-0.14816
Word:contractures cos:-0.22772
Word:teleconferences cos:-0.13815
Word:386th cos:-0.14907
Word:effects cos:0.32713
Word:amita cos:0.00370
Word:nomeansno cos:-0.07579
Word:guaraná cos:0.03724
Word:gmes cos:-0.27090
Word:wgp cos:-0.06494
Word:40-30 cos:-0.10502
Word:arrows cos:0.27466
Word:nachman cos:-0.36015
Word:mishi cos:-0.14241
Word:farjestad cos:-0.20278
Word:siris cos:-0.07157
Word:flukey cos:-0.13190
Word:regt cos:-0.18681
Word:gilgil cos:-0.29710
Word:zoe cos:0.26222
Word:clanton cos:0.09306
Word:bowhunting cos:-0.19979
Word:morado cos:-0.29216
Word:preven cos:-0.13992
Word:9v cos:-0.23808
Word:a350-900 cos:-0.25888
Word:helluva cos:0.17215
Word:kaitov cos:-0.36500
Word:provine cos:-0.07508
Word:glacialis cos:0.04784
Word:stasis cos:0.18371
Word:ba874 cos:-0.45611
Word:saint-pol cos:-0.37453
Word:idfa cos:-0.00610
Word:rennes-le-château cos:-0.30501
Word:arkhangelsk cos:-0.19514
Word:terracycle cos:-0.28059
Word:overexploited cos:-0.14777
Word:broadway-style cos:-0.16549
Word:unexecuted cos:-0.41964
Word:peridot cos:-0.01357
Word:airings cos:-0.04912
Word:83.43 cos:-0.31621
Word:phaedo cos:-0.19445
Word:cergy cos:-0.34303
Word:toccata cos:-0.12141
Word:menshov cos:-0.56523
Word:ctrs cos:-0.30512
Word:rockfalls cos:-0.15696
Word:madhusmita cos:-0.23492
Word:1.120 cos:-0.16563
Word:regno cos:-0.07482
Word:elsdon cos:-0.29496
Word:abatis cos:-0.04224
Word:mew cos:0.07539
Word:ossington cos:-0.24240
Word:dimers cos:-0.19765
Word:caresse cos:-0.22588
Word:274,000 cos:-0.33193
Word:zbakh cos:-0.21893
Word:ethylenediamine cos:-0.28849
Word:shiftiness cos:-0.35483
Word:hyponatremia cos:-0.12096
Word:speechwriting cos:-0.16048
Word:insas cos:-0.15948
Word:anosike cos:-0.07654
Word:spermatogonia cos:-0.07887
Word:cardstock cos:-0.11615
Word:khövsgöl cos:-0.17686
Word:small-format cos:-0.12944
Word:90.07 cos:-0.21073
Word:tormes cos:-0.10335
Word:klemencic cos:-0.42430
Word:solidary cos:-0.20884
Word:lebrija cos:-0.35637
Word:maddening cos:-0.01671
Word:al-nimr cos:-0.24463
Word:gronw cos:-0.24243
Word:hand-crafted cos:-0.08493
Word:time-of-flight cos:-0.06094
Word:ehow cos:-0.38424
Word:myofascial cos:-0.11443
Word:bi-level cos:-0.13466
Word:zokol cos:-0.25245
Word:bunkeya cos:-0.44827
Word:combats cos:0.02299
Word:cat-and-mouse cos:-0.01453
Word:cabaret-style cos:-0.24972
Word:amstel cos:0.11247
Word:firebrace cos:-0.27618
Word:repackaging cos:0.00202
Word:2,030 cos:-0.14688
Word:ruthenium cos:-0.15053
Word:leão cos:-0.05718
Word:wiiware cos:0.12975
Word:sunday cos:0.20638
Word:anchieta cos:-0.28634
Word:pibb cos:-0.34584
Word:ftorek cos:0.06874
Word:nondrinkers cos:-0.11472
Word:küstrin cos:-0.36665
Word:light-dependent cos:-0.14524
Word:garbagemen cos:-0.32854
Word:radiobiology cos:-0.21883
Word:phileo cos:-0.15151
Word:counterattacking cos:-0.14780
Word:inertia cos:0.00814
Word:sub-contractors cos:-0.39528
Word:navisite cos:-0.31392
Word:amatuer cos:-0.34294
Word:shoreside cos:-0.24086
Word:awepa cos:-0.13791
Word:ultramontanism cos:-0.40968
Word:eight-storey cos:-0.39387
Word:sein cos:-0.15055
Word:iommi cos:-0.21033
Word:habsburgs cos:-0.13736
Word:mourhit cos:-0.25613
Word:peacoat cos:0.02376
Word:bölöni cos:-0.37511
Word:cosmogenic cos:-0.24935
Word:cologne-minden cos:-0.00401
Word:walkathons cos:-0.28386
Word:munabao cos:-0.21753
Word:mcvea cos:-0.24711
Word:musuem cos:-0.27027
Word:g36 cos:-0.05442
Word:conferenced cos:-0.22580
Word:artisanship cos:-0.38732
Word:jfm cos:-0.26501
Word:delirium cos:0.23313
Word:d15 cos:-0.32772
Word:miklas cos:-0.41260
Word:meskheti cos:-0.30616
Word:cincinnati-based cos:-0.17677
Word:idas cos:-0.15582
Word:saturday cos:0.20460
Word:darwinist cos:-0.10790
Word:mohanty cos:-0.03754
Word:nonsexual cos:-0.16102
Word:microtubules cos:-0.18652
Word:transvaginal cos:-0.03846
Word:lackadaisical cos:-0.04649
Word:nonflammable cos:-0.20259
Word:tykwer cos:0.11776
Word:fatico cos:-0.26672
Word:ro cos:0.11389
Word:austra cos:-0.37288
Word:freakish cos:0.17825
Word:m-1 cos:-0.24163
Word:2,911 cos:-0.18478
Word:full-band cos:-0.03174
Word:bransfield cos:-0.04179
Word:warble cos:0.22015
Word:soapboxes cos:-0.18762
Word:nako cos:-0.29450
Word:50n cos:-0.35435
Word:250-person cos:-0.37092
Word:glycosides cos:-0.08704
Word:ewu cos:-0.21964
Word:barranco cos:-0.26202
Word:7,790 cos:-0.34159
Word:arts-based cos:-0.24972
Word:arbitary cos:-0.27240
Word:under-wing cos:-0.23429
Word:zope cos:-0.20751
Word:swern cos:-0.28377
Word:whispers cos:0.29490
Word:adenosine cos:-0.00197
Word:scrummaging cos:-0.00154
Word:higher-rated cos:-0.21101
Word:caga cos:-0.13818
Word:toldo cos:0.08946
Word:groundbreakings cos:-0.33537
Word:six-game cos:-0.12289
Word:biotics cos:-0.20555
Word:well-directed cos:-0.20340
Word:krishnamurti cos:-0.14698
Word:1.4708 cos:-0.35246
Word:codeword cos:0.03048
Word:crossbands cos:-0.07759
Word:888,000 cos:-0.30129
Word:hair-raising cos:0.11955
Word:oceaneering cos:-0.31846
Word:china-burma-india cos:-0.13155
Word:forepaws cos:-0.16543
Word:naraka cos:0.00200
Word:hae-yung cos:-0.25454
Word:highdown cos:-0.23422
Word:dely cos:-0.04891
Word:pétrus cos:-0.26830
Word:soribada cos:0.03520
